finger1_BaseJoint finger2_BaseJoint finger3_BaseJoint brick_revolute_x_joint finger1_MidJoint finger2_MidJoint finger3_MidJoint brick_translate_y_joint brick_translate_z_joint
0.766008346911342 0.677104784033886 0.240977101999326 -0.641337214820278 -1.09110726916597 -0.749079769270491 0.203488608451274 0 0
0.7683729728227 0.679970267514384 0.233072936424759 -0.631947020991322 -1.10058387847204 -0.760094020735603 0.260650442677497 0 0
0.770737598734058 0.682835750994881 0.225168770850193 -0.622556827162366 -1.1100604877781 -0.771108272200714 0.31781227690372 0 0
0.773102224645416 0.685701234475378 0.217264605275626 -0.61316663333341 -1.11953709708417 -0.782122523665826 0.374974111129942 0 0
0.775466850556774 0.688566717955876 0.20936043970106 -0.603776439504454 -1.12901370639024 -0.793136775130938 0.432135945356165 0 0
0.777782559517676 0.691293284444198 0.184413427013033 -0.5932054412226 -1.13929268688123 -0.804600114431434 0.480657192065403 0 0
0.780098268478578 0.694019850932521 0.159466414325006 -0.582634442940747 -1.14957166737223 -0.816063453731931 0.529178438774642 0 0
0.78241397743948 0.696746417420844 0.134519401636979 -0.572063444658894 -1.15985064786323 -0.827526793032427 0.577699685483881 0 0
0.784729686400382 0.699472983909167 0.109572388948951 -0.56149244637704 -1.17012962835423 -0.838990132332924 0.62622093219312 0 0
0.786775086060879 0.701835045898026 0.0831836988599234 -0.550340978297175 -1.18054367747996 -0.850139535961909 0.673927029815599 0 0
0.788820485721376 0.704197107886886 0.0567950087708953 -0.539189510217311 -1.19095772660569 -0.861288939590894 0.721633127438078 0 0
0.790865885381873 0.706559169875746 0.0304063186818672 -0.528038042137446 -1.20137177573141 -0.872438343219879 0.769339225060557 0 0
0.792911285042369 0.708921231864606 0.00401762859283913 -0.516886574057581 -1.21178582485714 -0.883587746848864 0.817045322683036 0 0
0.794627913993165 0.710900950729092 -0.0246725074588531 -0.505089619000567 -1.22233738999667 -0.894450158971556 0.863322102442643 0 0
0.796344542943961 0.712880669593578 -0.0533626435105453 -0.493292663943552 -1.2328889551362 -0.905312571094247 0.90959888220225 0 0
0.798061171894756 0.714860388458064 -0.0820527795622375 -0.481495708886537 -1.24344052027573 -0.916174983216939 0.955875661961857 0 0
0.799777800845552 0.71684010732255 -0.11074291561393 -0.469698753829523 -1.25399208541526 -0.92703739533963 1.00215244172146 0 0
0.801087942029643 0.718407187113412 -0.142567036570177 -0.457204236240084 -1.26465596810455 -0.93760924946198 1.04623415425536 0 0
