finger1_BaseJoint finger2_BaseJoint finger3_BaseJoint brick_revolute_x_joint finger1_MidJoint finger2_MidJoint finger3_MidJoint brick_translate_y_joint brick_translate_z_joint
0.74156 0.79395 -0.70787 -0.72182 -1.0049 -0.8116 0.96995 0 0
0.73691 0.80837 -0.70908 -0.73525 -0.98976 -0.83307 0.98012 0 0
0.73225 0.82279 -0.71029 -0.74868 -0.97464 -0.85455 0.99029 0 0
0.7276 0.83722 -0.7115 -0.76211 -0.95953 -0.87603 1.0005 0 0
0.72238 0.85164 -0.7122 -0.77535 -0.94378 -0.89751 1.0097 0 0
0.71717 0.86607 -0.71291 -0.78858 -0.92803 -0.91899 1.0189 0 0
0.71195 0.88049 -0.71361 -0.80181 -0.91228 -0.94046 1.0281 0 0
0.70674 0.89492 -0.71432 -0.81505 -0.89653 -0.96194 1.0373 0 0
0.70098 0.90918 -0.71457 -0.828 -0.88018 -0.98351 1.0456 0 0
0.69523 0.92344 -0.71482 -0.84095 -0.86382 -1.0051 1.0539 0 0
0.68948 0.93769 -0.71508 -0.8539 -0.84747 -1.0266 1.0622 0 0
0.68373 0.95195 -0.71533 -0.86685 -0.83112 -1.0482 1.0704 0 0
0.67736 0.96319 -0.71518 -0.87962 -0.81392 -1.0711 1.078 0 0
0.671 0.97443 -0.71503 -0.89239 -0.79672 -1.094 1.0855 0 0
0.66464 0.98567 -0.71488 -0.90516 -0.77952 -1.1169 1.093 0 0
0.65827 0.99691 -0.71473 -0.91793 -0.76232 -1.1398 1.1005 0 0
0.65137 1.0033 -0.71423 -0.9303 -0.74442 -1.1643 1.1072 0 0
0.64446 1.0098 -0.71372 -0.94268 -0.72653 -1.1889 1.1139 0 0
0.63755 1.0162 -0.71322 -0.95505 -0.70863 -1.2135 1.1206 0 0
0.63064 1.0226 -0.71271 -0.96743 -0.69074 -1.238 1.1274 0 0
0.62363 1.0152 -0.71196 -0.97866 -0.6732 -1.2651 1.133 0 0
0.61661 1.0077 -0.71121 -0.98989 -0.65566 -1.2921 1.1386 0 0
0.6096 1.0003 -0.71046 -1.0011 -0.63812 -1.3191 1.1442 0 0
0.60259 0.99283 -0.70971 -1.0123 -0.62057 -1.3462 1.1498 0 0
0.59795 0.97037 -0.70912 -1.0191 -0.60926 -1.3637 1.153 0 0
0.59332 0.94791 -0.70854 -1.0259 -0.59795 -1.3812 1.1562 0 0
0.58869 0.92545 -0.70796 -1.0327 -0.58664 -1.3987 1.1593 0 0
0.58406 0.903 -0.70737 -1.0394 -0.57533 -1.4162 1.1625 0 0
0.57992 0.87659 -0.70681 -1.0451 -0.56539 -1.4292 1.165 0 0
0.57579 0.85018 -0.70625 -1.0507 -0.55546 -1.4422 1.1676 0 0
0.57166 0.82377 -0.7057 -1.0563 -0.54552 -1.4551 1.1701 0 0
0.56752 0.79736 -0.70514 -1.062 -0.53558 -1.4681 1.1726 0 0
0.56363 0.7683 -0.70459 -1.067 -0.52633 -1.4747 1.1748 0 0
0.55973 0.73924 -0.70404 -1.072 -0.51708 -1.4813 1.1769 0 0
0.55584 0.71018 -0.70349 -1.077 -0.50783 -1.488 1.1791 0 0
0.55194 0.68112 -0.70294 -1.0819 -0.49858 -1.4946 1.1812 0 0
0.54795 0.65151 -0.70236 -1.0868 -0.4892 -1.4964 1.1832 0 0
0.54395 0.62191 -0.70178 -1.0916 -0.47981 -1.4983 1.1852 0 0
0.53996 0.5923 -0.70121 -1.0964 -0.47043 -1.5001 1.1872 0 0
0.53596 0.56269 -0.70063 -1.1012 -0.46104 -1.5019 1.1892 0 0
0.52921 0.53834 -0.69965 -1.1086 -0.44541 -1.4529 1.1921 0 0
0.52246 0.51399 -0.69866 -1.116 -0.42977 -1.404 1.195 0 0
0.51572 0.48964 -0.69768 -1.1235 -0.41413 -1.355 1.198 0 0
0.50897 0.46529 -0.69669 -1.1309 -0.39849 -1.306 1.2009 0 0
0.50897 0.46529 -0.69669 -1.1309 -0.39849 -1.306 1.2009 0 0
0.50845 0.46561 -0.73096 -1.1314 -0.39731 -1.3063 1.2031 0 0
0.50794 0.46592 -0.76523 -1.132 -0.39612 -1.3066 1.2052 0 0
0.50742 0.46624 -0.7995 -1.1325 -0.39493 -1.3068 1.2074 0 0
0.5069 0.46655 -0.83377 -1.133 -0.39375 -1.3071 1.2096 0 0
0.5069 0.46655 -0.83377 -1.133 -0.39375 -1.3071 1.2096 0 0
0.50965 0.46485 -0.83438 -1.1301 -0.40007 -1.3057 1.2314 0 0
0.5124 0.46315 -0.83499 -1.1273 -0.4064 -1.3043 1.2532 0 0
0.51514 0.46145 -0.83559 -1.1244 -0.41272 -1.3029 1.275 0 0
0.51789 0.45975 -0.8362 -1.1215 -0.41905 -1.3015 1.2968 0 0
0.5215 0.45736 -0.79662 -1.1174 -0.42744 -1.2995 1.314 0 0
0.52512 0.45498 -0.75704 -1.1134 -0.43584 -1.2975 1.3311 0 0
0.52874 0.4526 -0.71745 -1.1094 -0.44423 -1.2955 1.3483 0 0
0.53236 0.45021 -0.67787 -1.1053 -0.45263 -1.2935 1.3654 0 0
0.53236 0.45021 -0.67787 -1.1053 -0.45263 -1.2935 1.3654 0 0
0.55807 0.45974 -0.67126 -1.1217 -0.47295 -1.3011 1.3655 0 0
0.58378 0.46926 -0.66465 -1.138 -0.49328 -1.3087 1.3655 0 0
0.60949 0.47878 -0.65803 -1.1543 -0.5136 -1.3163 1.3656 0 0
0.6352 0.48831 -0.65142 -1.1706 -0.53392 -1.3239 1.3657 0 0
0.64687 0.49708 -0.64473 -1.1862 -0.55942 -1.33 1.3648 0 0
0.65854 0.50585 -0.63804 -1.2017 -0.58493 -1.3361 1.3639 0 0
0.67022 0.51462 -0.63136 -1.2173 -0.61043 -1.3422 1.363 0 0
0.68189 0.52339 -0.62467 -1.2328 -0.63593 -1.3483 1.3621 0 0
0.69356 0.53196 -0.61754 -1.2486 -0.66143 -1.3534 1.3602 0 0
0.70524 0.54053 -0.61041 -1.2643 -0.68694 -1.3584 1.3584 0 0
0.71691 0.54911 -0.60328 -1.2801 -0.71244 -1.3635 1.3565 0 0
0.72859 0.55768 -0.59615 -1.2958 -0.73795 -1.3686 1.3547 0 0
0.74026 0.566 -0.58862 -1.3117 -0.76345 -1.3726 1.3518 0 0
0.75193 0.57431 -0.5811 -1.3276 -0.78895 -1.3767 1.349 0 0
0.7636 0.58263 -0.57357 -1.3434 -0.81445 -1.3807 1.3461 0 0
0.77527 0.59094 -0.56604 -1.3593 -0.83995 -1.3847 1.3433 0 0
0.78694 0.59894 -0.55817 -1.3752 -0.86545 -1.3877 1.3394 0 0
0.7986 0.60693 -0.5503 -1.391 -0.89094 -1.3907 1.3355 0 0
0.81027 0.61493 -0.54243 -1.4069 -0.91644 -1.3937 1.3317 0 0
0.82193 0.62292 -0.53455 -1.4228 -0.94193 -1.3966 1.3278 0 0
0.83359 0.63053 -0.52639 -1.4386 -0.96742 -1.3986 1.3229 0 0
0.84525 0.63814 -0.51822 -1.4543 -0.99291 -1.4005 1.318 0 0
0.85692 0.64576 -0.51005 -1.4701 -1.0184 -1.4024 1.3131 0 0
0.86858 0.65337 -0.50189 -1.4859 -1.0439 -1.4044 1.3083 0 0
0.88024 0.66054 -0.49348 -1.5016 -1.0694 -1.4053 1.3024 0 0
0.8919 0.66771 -0.48508 -1.5172 -1.0949 -1.4062 1.2965 0 0
0.90356 0.67488 -0.47667 -1.5328 -1.1204 -1.4071 1.2906 0 0
0.91522 0.68205 -0.46826 -1.5484 -1.1458 -1.4079 1.2847 0 0
0.92688 0.68872 -0.45967 -1.5638 -1.1713 -1.4078 1.2778 0 0
0.93855 0.6954 -0.45108 -1.5791 -1.1968 -1.4077 1.2709 0 0
0.95021 0.70207 -0.44248 -1.5945 -1.2223 -1.4076 1.264 0 0
0.96187 0.70875 -0.43389 -1.6098 -1.2478 -1.4075 1.2571 0 0
0.97353 0.71489 -0.42516 -1.6249 -1.2733 -1.4065 1.2493 0 0
0.98519 0.72102 -0.41643 -1.6399 -1.2988 -1.4054 1.2414 0 0
0.99685 0.72716 -0.4077 -1.6549 -1.3243 -1.4044 1.2336 0 0
1.0085 0.73329 -0.39897 -1.6699 -1.3498 -1.4033 1.2257 0 0
1.0202 0.73885 -0.39015 -1.6845 -1.3753 -1.4014 1.217 0 0
1.0318 0.74441 -0.38133 -1.6991 -1.4008 -1.3995 1.2082 0 0
1.0435 0.74997 -0.37251 -1.7136 -1.4263 -1.3975 1.1995 0 0
1.0551 0.75553 -0.36369 -1.7282 -1.4518 -1.3956 1.1907 0 0
1.0588 0.7608 -0.35424 -1.7432 -1.4792 -1.3926 1.1804 0 0
1.0625 0.76607 -0.34479 -1.7582 -1.5067 -1.3897 1.1701 0 0
1.0662 0.77134 -0.33534 -1.7732 -1.5341 -1.3867 1.1599 0 0
1.0699 0.7766 -0.32589 -1.7882 -1.5615 -1.3838 1.1496 0 0
0.98244 0.77784 -0.32346 -1.7919 -1.5637 -1.3829 1.1468 0 0
0.89494 0.77908 -0.32104 -1.7956 -1.5658 -1.382 1.144 0 0
0.80744 0.78032 -0.31861 -1.7994 -1.5679 -1.3811 1.1412 0 0
0.71994 0.78156 -0.31619 -1.8031 -1.57 -1.3802 1.1384 0 0
0.71305 0.7785 -0.32202 -1.7941 -1.57 -1.3823 1.145 0 0
0.70616 0.77544 -0.32786 -1.785 -1.57 -1.3843 1.1516 0 0
0.69927 0.77238 -0.3337 -1.7759 -1.57 -1.3864 1.1582 0 0
0.69238 0.76932 -0.33954 -1.7668 -1.57 -1.3884 1.1648 0 0
0.71075 0.76272 -0.3507 -1.7488 -1.5506 -1.3915 1.1765 0 0
0.72911 0.75612 -0.36186 -1.7307 -1.5312 -1.3945 1.1882 0 0
0.74747 0.74952 -0.37302 -1.7127 -1.5119 -1.3975 1.1998 0 0
0.76583 0.74292 -0.38418 -1.6946 -1.4925 -1.4005 1.2115 0 0
0.76583 0.74292 -0.38418 -1.6946 -1.4925 -1.4005 1.2115 0 0
0.76659 0.74431 -0.39068 -1.6983 -1.4906 -1.4 1.2566 0 0
0.76734 0.74569 -0.39717 -1.7019 -1.4887 -1.3995 1.3017 0 0
0.7681 0.74708 -0.40367 -1.7056 -1.4869 -1.399 1.3468 0 0
0.76886 0.74847 -0.41016 -1.7092 -1.485 -1.3985 1.392 0 0
0.76861 0.74801 -0.43637 -1.708 -1.4856 -1.3987 1.4061 0 0
0.76837 0.74756 -0.46257 -1.7068 -1.4862 -1.3989 1.4202 0 0
0.76813 0.74711 -0.48877 -1.7056 -1.4869 -1.399 1.4344 0 0
0.76788 0.74665 -0.51497 -1.7044 -1.4875 -1.3992 1.4485 0 0
0.7676 0.74613 -0.54256 -1.703 -1.4882 -1.3994 1.4598 0 0
0.76731 0.74561 -0.57016 -1.7017 -1.4889 -1.3996 1.4711 0 0
0.76703 0.74509 -0.59775 -1.7003 -1.4896 -1.3998 1.4824 0 0
0.76674 0.74457 -0.62534 -1.6989 -1.4903 -1.3999 1.4937 0 0
0.76651 0.74415 -0.65454 -1.6978 -1.4909 -1.4001 1.5 0 0
0.76628 0.74373 -0.68374 -1.6967 -1.4914 -1.4002 1.5063 0 0
0.76605 0.74331 -0.71294 -1.6956 -1.492 -1.4004 1.5127 0 0
0.76581 0.7429 -0.74214 -1.6946 -1.4925 -1.4005 1.519 0 0
0.76581 0.7429 -0.7721 -1.6946 -1.4925 -1.4005 1.5189 0 0
0.76581 0.7429 -0.80206 -1.6946 -1.4925 -1.4005 1.5187 0 0
0.76581 0.7429 -0.83202 -1.6946 -1.4925 -1.4005 1.5186 0 0
0.76581 0.7429 -0.86198 -1.6946 -1.4925 -1.4005 1.5185 0 0
0.76581 0.7429 -0.89069 -1.6946 -1.4925 -1.4005 1.5094 0 0
0.76581 0.7429 -0.9194 -1.6946 -1.4925 -1.4005 1.5004 0 0
0.76581 0.7429 -0.94811 -1.6946 -1.4925 -1.4005 1.4914 0 0
0.76581 0.7429 -0.97682 -1.6946 -1.4925 -1.4005 1.4823 0 0
0.76765 0.74639 -0.99584 -1.7039 -1.4876 -1.3991 1.4548 0 0
0.76949 0.74988 -1.0149 -1.7132 -1.4827 -1.3978 1.4274 0 0
0.77132 0.75337 -1.0339 -1.7225 -1.4778 -1.3964 1.3999 0 0
0.77316 0.75687 -1.0529 -1.7319 -1.4729 -1.395 1.3725 0 0
0.77502 0.76104 -1.0476 -1.7437 -1.4662 -1.3927 1.3468 0 0
0.77688 0.76521 -1.0423 -1.7555 -1.4595 -1.3904 1.3212 0 0
0.77874 0.76938 -1.037 -1.7673 -1.4528 -1.3881 1.2956 0 0
0.7806 0.77355 -1.0317 -1.7791 -1.446 -1.3858 1.27 0 0
0.7819 0.77723 -1.0207 -1.7903 -1.4392 -1.3831 1.2461 0 0
0.7832 0.7809 -1.0096 -1.8016 -1.4324 -1.3803 1.2223 0 0
0.78449 0.78458 -0.99863 -1.8128 -1.4255 -1.3775 1.1984 0 0
0.78579 0.78826 -0.98761 -1.824 -1.4187 -1.3748 1.1745 0 0
0.7866 0.79145 -0.97371 -1.8345 -1.4118 -1.3717 1.1519 0 0
0.78741 0.79463 -0.95981 -1.845 -1.405 -1.3686 1.1292 0 0
0.78822 0.79782 -0.94591 -1.8556 -1.3982 -1.3655 1.1066 0 0
0.78903 0.80101 -0.93201 -1.8661 -1.3913 -1.3624 1.0839 0 0
0.78945 0.80386 -0.91782 -1.8764 -1.3843 -1.3588 1.0614 0 0
0.78987 0.80671 -0.90363 -1.8866 -1.3773 -1.3553 1.0389 0 0
0.79029 0.80956 -0.88943 -1.8969 -1.3702 -1.3517 1.0164 0 0
0.79071 0.81241 -0.87524 -1.9072 -1.3632 -1.3482 0.99384 0 0
0.79079 0.81436 -0.84764 -1.9149 -1.3577 -1.3452 0.9776 0 0
0.79087 0.81631 -0.82003 -1.9225 -1.3522 -1.3423 0.96135 0 0
0.79095 0.81826 -0.79243 -1.9302 -1.3468 -1.3393 0.94511 0 0
0.79102 0.8202 -0.76483 -1.9379 -1.3413 -1.3363 0.92886 0 0
0.79102 0.8202 -0.76483 -1.9379 -1.3413 -1.3363 0.92886 0 0
0.79066 0.84811 -0.76708 -1.9519 -1.3307 -1.3401 0.94278 0 0
0.79029 0.87602 -0.76934 -1.966 -1.3202 -1.3439 0.95669 0 0
0.78993 0.90393 -0.77159 -1.98 -1.3096 -1.3476 0.97061 0 0
0.78956 0.93184 -0.77385 -1.994 -1.2991 -1.3514 0.98452 0 0
0.78827 0.94107 -0.77548 -2.011 -1.2855 -1.3603 0.9994 0 0
0.78697 0.9503 -0.77712 -2.0279 -1.272 -1.3691 1.0143 0 0
0.78568 0.95953 -0.77876 -2.0448 -1.2584 -1.378 1.0291 0 0
0.78438 0.96876 -0.7804 -2.0617 -1.2448 -1.3869 1.044 0 0
0.78213 0.97799 -0.78099 -2.079 -1.2301 -1.3957 1.0573 0 0
0.77988 0.98722 -0.78158 -2.0962 -1.2153 -1.4046 1.0706 0 0
0.77763 0.99645 -0.78217 -2.1134 -1.2006 -1.4135 1.0839 0 0
0.77537 1.0057 -0.78276 -2.1306 -1.1858 -1.4223 1.0971 0 0
0.77218 1.0149 -0.78237 -2.1479 -1.17 -1.4312 1.1088 0 0
0.76898 1.0241 -0.78198 -2.1652 -1.1542 -1.4401 1.1204 0 0
0.76578 1.0334 -0.78159 -2.1825 -1.1383 -1.4489 1.1321 0 0
0.76258 1.0426 -0.7812 -2.1997 -1.1225 -1.4578 1.1438 0 0
0.75838 1.0488 -0.77989 -2.2173 -1.1053 -1.4675 1.154 0 0
0.75418 1.0551 -0.77859 -2.2349 -1.0882 -1.4772 1.1643 0 0
0.74997 1.0613 -0.77728 -2.2524 -1.071 -1.487 1.1746 0 0
0.74577 1.0675 -0.77597 -2.27 -1.0538 -1.4967 1.1849 0 0
0.74058 1.0678 -0.77382 -2.2876 -1.0354 -1.5073 1.1937 0 0
0.73538 1.0681 -0.77167 -2.3051 -1.017 -1.5179 1.2026 0 0
0.73019 1.0684 -0.76953 -2.3227 -0.99862 -1.5285 1.2115 0 0
0.725 1.0687 -0.76738 -2.3403 -0.98022 -1.5391 1.2203 0 0
0.71949 1.0497 -0.7648 -2.356 -0.96263 -1.5468 1.2271 0 0
0.71398 1.0307 -0.76223 -2.3717 -0.94503 -1.5545 1.2339 0 0
0.70846 1.0117 -0.75966 -2.3874 -0.92743 -1.5623 1.2406 0 0
0.70295 0.99264 -0.75708 -2.4031 -0.90983 -1.57 1.2474 0 0
0.7015 0.96801 -0.75638 -2.4069 -0.90541 -1.57 1.2489 0 0
0.70004 0.94338 -0.75567 -2.4107 -0.90099 -1.57 1.2504 0 0
0.69858 0.91875 -0.75496 -2.4145 -0.89657 -1.57 1.2518 0 0
0.69713 0.89412 -0.75425 -2.4183 -0.89214 -1.57 1.2533 0 0
0.7 0.87198 -0.75564 -2.4107 -0.90095 -1.5262 1.2503 0 0
0.70288 0.84984 -0.75703 -2.4031 -0.90976 -1.4824 1.2473 0 0
0.70575 0.8277 -0.75842 -2.3955 -0.91857 -1.4385 1.2442 0 0
0.70863 0.80556 -0.7598 -2.3879 -0.92738 -1.3947 1.2412 0 0
