finger1_BaseJoint finger1_MidJoint finger2_BaseJoint finger2_MidJoint finger3_BaseJoint finger3_MidJoint brick_translate_y_joint brick_translate_z_joint brick_revolute_x_joint
0.0081136608451333573633 0.06321635344303890014 0.30262564883924703008 -0.16028481633451752142 0.13476177412955417378 0.13375147144289667445 0.0085042962436457595482 -0.0051715272870197382532 -0.24054551114877645301
-0.0039416519310606426552 0.063497296479268133806 0.4116702169714134274 -0.11617203844583630368 0.083014459717642014036 0.11769943629029597232 0.02410078779859709322 -0.010688045152461659801 -0.40865870073996690692
0.050049612984377517266 0.087995367984072647705 0.39274528889427040568 -0.12292561816782228423 0.093312967111200600945 0.12234842130976691932 0.021224926356019392648 -0.0097814821216220780575 -0.38189153384345497777
0.10404325214083204321 0.11250321913391611583 0.37399508307428902532 -0.12956343462143435352 0.10278020549817294682 0.12658468977651338161 0.018459428029168008234 -0.0088743823341056512349 -0.35459087587479432013
0.15778574132809908281 0.13686332757402805416 0.35498146955229853416 -0.13626024791316848628 0.11161318110412822568 0.13046938692058807074 0.015744035418365172341 -0.0079438061629210771075 -0.32614296575148532531
0.19441154916552019771 0.15252262068462307809 0.3293790585744763022 -0.14566545593259586089 0.12255154079882606133 0.13447442096261572053 0.012215807145488564306 -0.0066603721559939620123 -0.28642866008345496676
0.21556085350767184572 0.16037207987468113379 0.29884636118218832479 -0.157016607446458345 0.13374366220920905213 0.13781307755551250316 0.0082410222005991247418 -0.0050912034904028553514 -0.23728091004137996656
0.23670636877226164385 0.16821848057731300652 0.26875921141136421832 -0.16804154119423023173 0.14244043242013981754 0.13993542178700626999 0.0046040446724863841321 -0.0035086511411600647577 -0.1871968471363591735
0.25784697629946312647 0.17606214356507698948 0.2391394121899951819 -0.17871693866551588425 0.1486278306634482016 0.14084042169486468699 0.0013113810542694007404 -0.0019145631889137951828 -0.13633366519928613592
0.15132794653289097231 0.12459467217884635792 0.21227306143893706625 -0.1900459766252618754 0.1535577303571698804 0.13748321660713511139 -0.0014761487868684170389 -0.00038509720743039630797 -0.08769340968910462053
0.15132794653289097231 0.12459467217884635792 0.21227306143893706625 -0.1900459766252618754 0.1535577303571698804 0.13748321660713511139 -0.0014761487868684170389 -0.00038509720743039630797 -0.08769340968910462053
0.082242145992463419613 0.25953488624901793758 0.25929104152316967413 -0.31038586105789151004 0.068214989065298395343 0.29918668669350229061 -0.0010728086726823225696 -0.00032753793377490324386 -0.054674352304623002885
0.0087402022919366318537 0.38960928584670190267 0.29989367616727780064 -0.43037188057391445595 -0.022729961198636967901 0.45548619846524163179 -0.00046815691910484681778 -0.00034273334333457156119 0.0015847451359924792473
-0.069568288409246892279 0.51176245308134360457 0.33110409495678494451 -0.54848150207426271674 -0.12114444073350881526 0.6027613378597143079 0.00042917385591635258315 -0.00034763598938382183311 0.085128228359424643057
-0.15339881639021371584 0.61880572371462405634 0.34653680241843964893 -0.66053981559717556138 -0.23046233014943842687 0.73297106640416120893 0.0017942097833945132735 -0.00022099005676377530389 0.20565804262609876929
-0.24176578204046306197 0.68617910741121801443 0.32852420906645890541 -0.74881864737977510416 -0.35492139234545955206 0.82082143634587800829 0.0039976324502600871225 0.0001810603154271971701 0.38912470050882336237
-0.30096316213940649265 0.62404892043966986304 0.23736874555841935841 -0.72291624629421136206 -0.45886720055582563838 0.78474125780031223076 0.0067821232379807741206 0.00048576359709966577659 0.64563635782992545575
-0.30096316213940649265 0.62404892043966986304 0.23736874555841935841 -0.72291624629421136206 -0.45886720055582563838 0.78474125780031223076 0.0067821232379807741206 0.00048576359709966577659 0.64563635782992545575
-0.46257697419816234952 0.75650388742408936071 0.28187780231162512523 -0.9072639298007721953 -0.51673107231892712043 1.0190814123257945223 -0.0033677745081781783852 -0.007402995502357374337 0.69563635782992638834
-0.50920303366778285614 0.78115124300269800361 0.38187780231162510303 -0.80062528063475735252 -0.52127649742299908553 1.0284649323400516518 -0.0061404606236560108773 -0.0083614597791266207644 0.74563635782992498946
-0.55761961803520621039 0.80373656617086053355 0.48187780231162485878 -0.69397878076073027387 -0.52223940277944902455 1.0381423547498822568 -0.0093875334887575170861 -0.0094476377938494913999 0.79563635782992525591
-0.52555764445497088477 0.75427245495191685976 0.581877802311624448 -0.57213895759226363058 -0.50930695561950034556 0.92605735472734251879 -0.0066714460692313196088 -0.0065580879806952487379 0.84563635782992485623
-0.45411172682841111081 0.66978737053477899188 0.5659695515233738039 -0.48415518057236456295 -0.48413732105899970337 0.77819716419167495047 -0.0015210925126816219125 -0.0029166829575588081556 0.86938473177489461463
-0.38825360971222216966 0.58032470664648450054 0.55004666468536067558 -0.39615039249967315405 -0.45006135238831257439 0.63194386435129845658 0.0026895029010491670017 -0.00011967402894372886275 0.88961127365899672625
-0.28895220225498385869 0.47593225855357035314 0.45004666468536058677 -0.41135505407298250669 -0.41081122811157011476 0.4958795205272411577 0.008571803406589228666 0.0029500328361935267488 0.85269457410418714183
-0.28895220225498385869 0.47593225855357035314 0.45004666468536058677 -0.41135505407298250669 -0.41081122811157011476 0.4958795205272411577 0.008571803406589228666 0.0029500328361935267488 0.85269457410418714183
-0.34658126093601288042 0.61133899767747890142 0.433548698390261944 -0.41448905354849069349 -0.59081122811157005259 0.62929600028468546391 0.0065718034065892303591 0.0049500328361935285251 0.85095231736517007448
-0.31716613191645365299 0.58553080449559147258 0.49972897757352807702 -0.56129100640276530232 -0.77081122811157032348 0.87929600028468546391 0.0085509618582267424292 0.0069500328361935259647 0.85295231736516974319
-0.36381420780382262015 0.6952620299062625131 0.48171955025813922857 -0.56374227820790223653 -0.95081122811157037233 1.1292960002846854639 0.0065509618582267423875 0.008950032836193527741 0.8549523173651704111
-0.4055756874830896419 0.79486746210279279889 0.4657078248207631721 -0.57068168613165093372 -0.77561337410437525275 1.3792960002846854639 0.0045509618582267423459 0.010950032836193529517 0.85695231736517030185
-0.36440599614014979046 0.6954979246032788609 0.48609239926889319383 -0.57709381869896025918 -0.5956133741043752039 1.3587775932237282639 0.0065509618582267423875 0.0091176251788990941849 0.85895231736517041465
-0.3169931022599279391 0.58097564204868878956 0.51002957329409404075 -0.58955167953519327373 -0.41561337410437521056 1.1087775932237282639 0.0085509618582267424292 0.0071176251788990941433 0.86095231736517041643
-0.26654372755785321614 0.45863367316860143008 0.52391719203210251887 -0.58208043863979397337 -0.23561337410437521722 0.85877759322372837492 0.01032207046218863028 0.0051176251788990914995 0.86295231736516986309
-0.29401719300998235829 0.47771500877683986674 0.46006414517480004323 -0.44307820315809820499 -0.24376974869485484865 0.60877759322372826389 0.008322070462188631973 0.0031176251788990897232 0.86495231736516997589
-0.29401719300998235829 0.47771500877683986674 0.46006414517480004323 -0.44307820315809820499 -0.24376974869485484865 0.60877759322372826389 0.008322070462188631973 0.0031176251788990897232 0.86495231736516997589
-0.31459377538883143144 0.48821450819610034966 0.45844950412694229769 -0.46398486969146113257 -0.25753261586711284625 0.63366991471867961661 0.007096791107637230589 0.0029156431098592179574 0.89458203404294900363
-0.33547729649387453277 0.49650644957365874799 0.45468648297922897861 -0.4841598169851379363 -0.2704191403689247819 0.65600993104419824675 0.0057312370142339127965 0.0027393720239637128593 0.92730158745577728752
-0.35638672395092285683 0.50199378973785502289 0.44827969141064721859 -0.50317305950324286989 -0.28205247135884964349 0.67488033307200034905 0.0042127094931956928642 0.0026041590033680124538 0.96340019924396425033
-0.37680808403727134026 0.50393603041290901956 0.43870009983220747962 -0.52035377178582298274 -0.29189492991166993141 0.68903529274440877828 0.0025400192032683879297 0.0025296490163112658398 1.0029404341804242229
-0.39590910860559819229 0.50157575592696090894 0.42556230016257384774 -0.53476068159295142568 -0.29926304615302973255 0.69700069628987670889 0.00073859059440299840767 0.0025371859240622208001 1.0454274136372183612
